iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
11,exploit,164.0,0.0,330.0,1600.0,2100.0,245.0,2.0,0.0,160.0,0.0,0.49595,0.13351,0.66802,0.56757,0.43243,0.33198,0.0,0.66802,494.0,31.64,48.07,55.01,270.92,80.91,8.07,True
12,exploit,164.0,0.0,310.0,1650.0,2150.0,245.0,2.0,0.0,160.0,0.0,0.51688,0.12474,0.65401,0.56579,0.43421,0.34599,0.0,0.65401,474.0,31.33,47.58,54.51,265.96,75.95,7.58,True
13,exploit,164.0,0.0,310.0,1650.0,2150.0,245.0,2.0,0.0,160.0,200.0,0.51688,0.12474,0.65401,0.56579,0.43421,0.34599,0.0,0.65401,474.0,32.72,48.44,54.44,265.96,75.95,8.44,True
14,exploit,164.0,0.0,330.0,1650.0,2150.0,245.0,2.0,0.0,160.0,200.0,0.49595,0.13,0.66802,0.56579,0.43421,0.33198,0.0,0.66802,494.0,33.06,49.38,55.7,271.24,81.23,9.38,True
15,exploit,164.0,0.0,310.0,1700.0,2200.0,250.0,2.0,0.0,160.0,0.0,0.52743,0.12154,0.65401,0.5641,0.4359,0.34599,0.0,0.65401,474.0,33.04,47.97,54.22,266.27,76.26,7.97,True
16,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,0.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,32.03,45.68,48.2,261.31,71.3,5.68,True
17,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,33.34,47.11,50.18,261.31,71.3,7.11,True
18,exploit,164.0,0.0,310.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.53797,0.1185,0.65401,0.5625,0.4375,0.34599,0.0,0.65401,474.0,33.78,47.74,51.33,266.59,76.58,7.74,True
19,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,0.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,32.03,45.68,48.2,261.31,71.3,5.68,True
20,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,33.34,47.11,50.18,261.31,71.3,7.11,True
21,exploit,164.0,0.0,310.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.53797,0.1185,0.65401,0.5625,0.4375,0.34599,0.0,0.65401,474.0,33.78,47.74,51.33,266.59,76.58,7.74,True
22,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,0.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,32.03,45.68,48.2,261.31,71.3,5.68,True
23,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,33.34,47.11,50.18,261.31,71.3,7.11,True
24,exploit,164.0,0.0,310.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.53797,0.1185,0.65401,0.5625,0.4375,0.34599,0.0,0.65401,474.0,33.78,47.74,51.33,266.59,76.58,7.74,True
25,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,0.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,32.03,45.68,48.2,261.31,71.3,5.68,True
26,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,33.34,47.11,50.18,261.31,71.3,7.11,True
27,exploit,164.0,0.0,310.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.53797,0.1185,0.65401,0.5625,0.4375,0.34599,0.0,0.65401,474.0,33.78,47.74,51.33,266.59,76.58,7.74,True
28,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,0.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,32.03,45.68,48.2,261.31,71.3,5.68,True
29,exploit,164.0,0.0,290.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.56167,0.1135,0.63877,0.5625,0.4375,0.36123,0.0,0.63877,454.0,33.34,47.11,50.18,261.31,71.3,7.11,True
30,exploit,164.0,0.0,310.0,1750.0,2250.0,255.0,2.0,0.0,160.0,200.0,0.53797,0.1185,0.65401,0.5625,0.4375,0.34599,0.0,0.65401,474.0,33.78,47.74,51.33,266.59,76.58,7.74,True
