iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
21,exploit,164.0,0.0,360.0,1500.0,2000.0,153.0,2.0,0.0,195.0,500.0,0.29198,0.14971,0.68702,0.57143,0.42857,0.31298,0.0,0.68702,524.0,40.51,56.84,59.38,278.21,21.21,1.84,True
22,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,200.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
23,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,200.0,600.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.17,56.99,60.14,272.93,15.93,1.99,True
24,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,200.0,700.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.17,56.99,60.14,272.93,15.93,1.99,True
25,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,200.0,768.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.17,56.99,60.14,272.93,15.93,1.99,True
26,exploit,174.0,0.0,330.0,1500.0,2000.0,153.0,2.0,0.0,200.0,768.0,0.30357,0.144,0.65476,0.57143,0.42857,0.34524,0.0,0.65476,504.0,39.86,56.77,59.45,280.77,23.77,1.77,True
27,RESTART#1,240.0,0.0,470.0,1100.0,1500.0,190.0,5.0,50.0,70.0,400.0,0.26761,0.27308,0.66197,0.57692,0.42308,0.33803,0.0,0.66197,710.0,40.88,57.8,64.75,384.01,127.01,2.8,True
28,exploit,225.0,0.0,300.0,1300.0,1850.0,153.0,2.0,80.0,50.0,550.0,0.29143,0.16667,0.57143,0.5873,0.4127,0.42857,0.0,0.57143,525.0,38.12,55.01,59.87,325.23,68.23,0.01,True
29,exploit,215.0,0.0,310.0,1300.0,1850.0,153.0,2.0,80.0,50.0,550.0,0.29143,0.16667,0.59048,0.5873,0.4127,0.40952,0.0,0.59048,525.0,38.06,55.01,59.9,317.39,60.39,0.01,True
30,exploit,210.0,0.0,315.0,1300.0,1850.0,153.0,2.0,80.0,50.0,550.0,0.29143,0.16667,0.6,0.5873,0.4127,0.4,0.0,0.6,525.0,38.42,56.04,60.13,313.47,56.47,1.04,True
