iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
14,exploit,164.0,0.0,315.0,1350.0,1850.0,153.0,2.0,0.0,75.0,700.0,0.31942,0.14969,0.65762,0.57812,0.42188,0.34238,0.0,0.65762,479.0,39.89,56.94,59.82,265.39,53.03,6.94,True
15,exploit,164.0,0.0,295.0,1350.0,1850.0,153.0,2.0,0.0,75.0,700.0,0.33333,0.14344,0.6427,0.57812,0.42188,0.3573,0.0,0.6427,459.0,39.51,56.3,59.62,260.11,47.75,6.3,True
16,exploit,164.0,0.0,315.0,1350.0,1850.0,153.0,2.0,0.0,75.0,700.0,0.31942,0.14969,0.65762,0.57812,0.42188,0.34238,0.0,0.65762,479.0,39.89,56.94,59.82,265.39,53.03,6.94,True
17,exploit,164.0,0.0,335.0,1350.0,1850.0,153.0,2.0,0.0,75.0,700.0,0.30661,0.15594,0.67134,0.57812,0.42188,0.32866,0.0,0.67134,499.0,40.4,57.73,60.82,270.67,58.31,7.73,True
18,exploit,164.0,0.0,355.0,1350.0,1850.0,153.0,2.0,0.0,75.0,700.0,0.2948,0.16219,0.68401,0.57812,0.42188,0.31599,0.0,0.68401,519.0,40.64,57.84,60.72,275.95,63.59,7.84,True
19,exploit,164.0,0.0,375.0,1350.0,1850.0,153.0,2.0,0.0,75.0,700.0,0.28386,0.16844,0.69573,0.57812,0.42188,0.30427,0.0,0.69573,539.0,41.35,58.08,61.31,281.23,68.87,8.08,True
20,RESTART#1,210.0,0.0,350.0,1300.0,1700.0,180.0,3.0,0.0,100.0,0.0,0.32143,0.18667,0.625,0.56667,0.43333,0.375,0.0,0.625,560.0,40.65,56.46,60.57,322.15,109.79,6.46,True
21,RESTART#2,200.0,0.0,450.0,1350.0,1850.0,160.0,2.0,50.0,50.0,300.0,0.24615,0.20312,0.69231,0.57812,0.42188,0.30769,0.0,0.69231,650.0,37.54,55.58,61.88,338.76,126.4,5.58,True
22,exploit,185.0,0.0,465.0,1350.0,1850.0,153.0,2.0,50.0,70.0,200.0,0.23538,0.20312,0.71538,0.57812,0.42188,0.28462,0.0,0.71538,650.0,37.62,56.03,61.85,327.0,114.64,6.03,True
23,exploit,180.0,0.0,450.0,1400.0,1900.0,153.0,2.0,50.0,80.0,200.0,0.24286,0.19091,0.71429,0.57576,0.42424,0.28571,0.0,0.71429,630.0,37.51,55.86,60.1,318.11,105.75,5.86,True
24,exploit,185.0,0.0,415.0,1500.0,2000.0,155.0,2.0,50.0,80.0,300.0,0.25833,0.17143,0.69167,0.57143,0.42857,0.30833,0.0,0.69167,600.0,36.9,54.67,59.66,314.74,102.38,4.67,True
25,exploit,170.0,0.0,400.0,1550.0,2050.0,153.0,2.0,60.0,90.0,400.0,0.26842,0.15833,0.70175,0.56944,0.43056,0.29825,0.0,0.70175,570.0,37.12,53.89,59.31,295.37,83.01,3.89,True
26,exploit,164.0,0.0,385.0,1600.0,2100.0,153.0,2.0,65.0,95.0,500.0,0.27869,0.14838,0.70128,0.56757,0.43243,0.29872,0.0,0.70128,549.0,38.09,53.73,59.8,285.44,73.08,3.73,True
27,exploit,164.0,0.0,370.0,1650.0,2150.0,153.0,2.0,65.0,95.0,600.0,0.28652,0.14053,0.69288,0.56579,0.43421,0.30712,0.0,0.69288,534.0,37.55,54.33,60.08,281.8,69.44,4.33,True
28,exploit,164.0,0.0,355.0,1700.0,2200.0,153.0,2.0,65.0,95.0,700.0,0.2948,0.13308,0.68401,0.5641,0.4359,0.31599,0.0,0.68401,519.0,37.8,53.9,59.16,278.15,65.79,3.9,True
29,exploit,164.0,0.0,340.0,1750.0,2250.0,153.0,2.0,65.0,95.0,768.0,0.30357,0.126,0.6746,0.5625,0.4375,0.3254,0.0,0.6746,504.0,37.22,52.86,56.37,274.51,62.15,2.86,True
30,exploit,164.0,0.0,325.0,1800.0,2300.0,153.0,2.0,65.0,95.0,768.0,0.31288,0.11927,0.66462,0.56098,0.43902,0.33538,0.0,0.66462,489.0,36.83,52.6,56.14,270.86,58.5,2.6,True
