iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
12,exploit,164.0,40.0,375.0,1450.0,1950.0,153.0,2.0,0.0,170.0,0.0,0.26425,0.17029,0.71675,0.57353,0.42647,0.28325,0.06908,0.64767,579.0,40.68,58.46,61.44,294.98,82.62,8.46,True
13,exploit,250.0,150.0,200.0,1100.0,1600.0,170.0,2.0,0.0,32.0,50.0,0.28333,0.22222,0.58333,0.59259,0.40741,0.41667,0.25,0.33333,600.0,38.52,56.03,63.81,372.78,160.42,6.03,True
14,exploit,200.0,150.0,250.0,1100.0,1600.0,185.0,2.0,0.0,62.0,80.0,0.30833,0.22222,0.66667,0.59259,0.40741,0.33333,0.25,0.41667,600.0,38.99,57.32,64.79,333.58,121.22,7.32,True
15,exploit,180.0,150.0,270.0,1100.0,1600.0,215.0,2.0,0.0,92.0,130.0,0.35833,0.22222,0.7,0.59259,0.40741,0.3,0.25,0.45,600.0,37.16,52.71,59.65,317.9,105.54,2.71,True
16,exploit,180.0,150.0,270.0,1100.0,1600.0,245.0,2.0,0.0,122.0,180.0,0.40833,0.22222,0.7,0.59259,0.40741,0.3,0.25,0.45,600.0,34.8,50.63,56.94,317.9,105.54,0.63,True
17,exploit,180.0,150.0,270.0,1100.0,1600.0,250.0,2.0,0.0,122.0,200.0,0.41667,0.22222,0.7,0.59259,0.40741,0.3,0.25,0.45,600.0,34.68,50.32,57.23,317.9,105.54,0.32,True
18,exploit,180.0,150.0,270.0,1100.0,1600.0,255.0,2.0,0.0,122.0,220.0,0.425,0.22222,0.7,0.59259,0.40741,0.3,0.25,0.45,600.0,34.99,50.81,56.8,317.9,105.54,0.81,True
19,exploit,180.0,150.0,270.0,1100.0,1600.0,260.0,2.0,0.0,122.0,240.0,0.43333,0.22222,0.7,0.59259,0.40741,0.3,0.25,0.45,600.0,34.65,50.29,56.65,317.9,105.54,0.29,True
20,exploit,194.0,150.0,270.0,1100.0,1600.0,265.0,2.0,0.0,122.0,240.0,0.4316,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,34.72,50.4,56.98,332.57,120.21,0.4,True
21,exploit,194.0,150.0,270.0,1100.0,1600.0,270.0,2.0,0.0,122.0,260.0,0.43974,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,34.64,50.41,56.91,332.57,120.21,0.41,True
22,exploit,194.0,150.0,270.0,1100.0,1600.0,275.0,2.0,0.0,122.0,280.0,0.44788,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,35.04,50.94,57.59,332.57,120.21,0.94,True
23,exploit,194.0,150.0,270.0,1100.0,1600.0,280.0,2.0,0.0,122.0,300.0,0.45603,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,35.31,51.48,58.23,332.57,120.21,1.48,True
24,exploit,194.0,150.0,270.0,1100.0,1600.0,285.0,2.0,0.0,122.0,320.0,0.46417,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,36.28,52.42,59.21,332.57,120.21,2.42,True
25,exploit,194.0,150.0,270.0,1100.0,1600.0,290.0,2.0,0.0,122.0,320.0,0.47231,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,36.32,52.62,59.23,332.57,120.21,2.62,True
26,exploit,194.0,150.0,270.0,1100.0,1600.0,305.0,2.0,0.0,122.0,340.0,0.49674,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,36.42,53.03,59.37,332.57,120.21,3.03,True
27,exploit,194.0,150.0,270.0,1100.0,1600.0,320.0,2.0,0.0,122.0,360.0,0.52117,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,36.24,52.79,59.63,332.57,120.21,2.79,True
28,exploit,194.0,150.0,270.0,1100.0,1600.0,335.0,2.0,0.0,122.0,380.0,0.5456,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,36.34,52.99,61.2,332.57,120.21,2.99,True
29,exploit,194.0,150.0,270.0,1100.0,1600.0,350.0,2.0,0.0,122.0,400.0,0.57003,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,36.21,52.86,59.65,332.57,120.21,2.86,True
30,exploit,194.0,150.0,270.0,1100.0,1600.0,365.0,2.0,0.0,122.0,420.0,0.59446,0.22741,0.68404,0.59259,0.40741,0.31596,0.2443,0.43974,614.0,35.23,51.55,59.3,332.57,120.21,1.55,True
