iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
11,exploit,164.0,0.0,340.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.30357,0.14197,0.6746,0.57746,0.42254,0.3254,0.0,0.6746,504.0,39.8,56.49,59.4,273.12,66.84,11.49,True
12,exploit,164.0,0.0,325.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.31288,0.13775,0.66462,0.57746,0.42254,0.33538,0.0,0.66462,489.0,39.01,55.11,58.98,269.16,62.88,10.11,True
13,exploit,164.0,15.0,310.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.31288,0.13775,0.66462,0.57746,0.42254,0.33538,0.03067,0.63395,489.0,38.4,54.84,58.7,270.12,63.84,9.84,True
14,exploit,164.0,30.0,295.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.31288,0.13775,0.66462,0.57746,0.42254,0.33538,0.06135,0.60327,489.0,38.44,54.84,58.71,271.08,64.8,9.84,True
15,exploit,164.0,45.0,280.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.31288,0.13775,0.66462,0.57746,0.42254,0.33538,0.09202,0.5726,489.0,38.12,54.02,58.34,272.04,65.76,9.02,True
16,exploit,164.0,60.0,280.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.30357,0.14197,0.6746,0.57746,0.42254,0.3254,0.11905,0.55556,504.0,38.36,55.29,59.29,276.96,70.68,10.29,True
17,RESTART#1,250.0,0.0,400.0,1350.0,1850.0,170.0,2.0,0.0,50.0,200.0,0.26154,0.20312,0.61538,0.57812,0.42188,0.38462,0.0,0.61538,650.0,41.25,59.77,64.7,377.96,171.68,14.77,True
18,RESTART#2,194.0,0.0,500.0,1200.0,1800.0,230.0,2.0,0.0,50.0,0.0,0.33141,0.23133,0.72046,0.6,0.4,0.27954,0.0,0.72046,694.0,45.63,62.14,68.9,345.09,138.81,17.14,True
19,exploit,224.0,0.0,360.0,1400.0,2000.0,230.0,2.0,0.0,55.0,50.0,0.39384,0.17176,0.61644,0.58824,0.41176,0.38356,0.0,0.61644,584.0,38.24,55.09,58.48,340.83,134.55,10.09,True
20,exploit,194.0,0.0,310.0,1500.0,2100.0,230.0,2.0,0.0,70.0,0.0,0.45635,0.14,0.61508,0.58333,0.41667,0.38492,0.0,0.61508,504.0,32.81,47.58,53.89,296.82,90.54,2.58,True
21,exploit,174.0,0.0,310.0,1500.0,2100.0,220.0,2.0,0.0,70.0,100.0,0.45455,0.13444,0.6405,0.58333,0.41667,0.3595,0.0,0.6405,484.0,32.53,46.72,51.88,275.86,69.58,1.72,True
22,exploit,174.0,0.0,310.0,1500.0,2100.0,210.0,2.0,0.0,70.0,100.0,0.43388,0.13444,0.6405,0.58333,0.41667,0.3595,0.0,0.6405,484.0,33.49,48.44,54.19,275.86,69.58,3.44,True
23,exploit,164.0,0.0,330.0,1500.0,2100.0,205.0,2.0,0.0,70.0,100.0,0.41498,0.13722,0.66802,0.58333,0.41667,0.33198,0.0,0.66802,494.0,35.54,52.05,57.68,270.66,64.38,7.05,True
24,exploit,164.0,0.0,345.0,1500.0,2100.0,200.0,2.0,0.0,70.0,100.0,0.39293,0.14139,0.6778,0.58333,0.41667,0.3222,0.0,0.6778,509.0,36.16,51.83,57.04,274.62,68.34,6.83,True
25,exploit,164.0,0.0,365.0,1500.0,2100.0,190.0,2.0,0.0,70.0,100.0,0.35917,0.14694,0.68998,0.58333,0.41667,0.31002,0.0,0.68998,529.0,36.77,52.07,57.23,279.9,73.62,7.07,True
26,exploit,164.0,0.0,385.0,1500.0,2100.0,175.0,2.0,0.0,70.0,100.0,0.31876,0.1525,0.70128,0.58333,0.41667,0.29872,0.0,0.70128,549.0,38.6,53.74,58.44,285.18,78.9,8.74,True
27,exploit,164.0,0.0,405.0,1500.0,2100.0,160.0,2.0,0.0,70.0,100.0,0.2812,0.15806,0.71178,0.58333,0.41667,0.28822,0.0,0.71178,569.0,38.3,54.35,59.33,290.46,84.18,9.35,True
28,exploit,164.0,0.0,385.0,1700.0,2300.0,153.0,2.0,0.0,70.0,200.0,0.27869,0.13725,0.70128,0.575,0.425,0.29872,0.0,0.70128,549.0,39.48,54.83,57.55,286.44,80.16,9.83,True
29,exploit,164.0,0.0,365.0,1800.0,2300.0,153.0,2.0,0.0,70.0,200.0,0.28922,0.12902,0.68998,0.56098,0.43902,0.31002,0.0,0.68998,529.0,36.99,52.18,57.22,281.42,75.14,7.18,True
30,exploit,164.0,0.0,345.0,1800.0,2300.0,153.0,2.0,0.0,70.0,200.0,0.30059,0.12415,0.6778,0.56098,0.43902,0.3222,0.0,0.6778,509.0,36.48,51.72,56.78,276.14,69.86,6.72,True
