iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
20,exploit,164.0,20.0,255.0,1360.0,1860.0,208.0,2.0,0.0,90.0,768.0,0.4738,0.13634,0.62642,0.57764,0.42236,0.37358,0.04556,0.58087,439.0,36.32,52.98,57.95,256.17,43.81,2.98,True
21,exploit,164.0,20.0,185.0,1365.0,1865.0,198.0,2.0,0.0,90.0,768.0,0.53659,0.11424,0.55556,0.5774,0.4226,0.44444,0.0542,0.50136,369.0,35.37,51.52,56.51,237.72,25.36,1.52,True
22,exploit,164.0,20.0,185.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.50949,0.11424,0.55556,0.5774,0.4226,0.44444,0.0542,0.50136,369.0,35.52,52.03,57.51,237.72,25.36,2.03,True
23,exploit,164.0,20.0,205.0,1365.0,1865.0,198.0,2.0,0.0,90.0,768.0,0.509,0.12043,0.57841,0.5774,0.4226,0.42159,0.05141,0.52699,389.0,35.77,52.4,57.58,243.0,30.64,2.4,True
24,exploit,164.0,20.0,185.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.50949,0.11424,0.55556,0.5774,0.4226,0.44444,0.0542,0.50136,369.0,35.52,52.03,57.51,237.72,25.36,2.03,True
25,exploit,164.0,20.0,195.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.49604,0.11734,0.56728,0.5774,0.4226,0.43272,0.05277,0.51451,379.0,36.06,52.67,57.65,240.36,28.0,2.67,True
26,exploit,164.0,20.0,185.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.50949,0.11424,0.55556,0.5774,0.4226,0.44444,0.0542,0.50136,369.0,35.52,52.03,57.51,237.72,25.36,2.03,True
27,exploit,164.0,20.0,195.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.49604,0.11734,0.56728,0.5774,0.4226,0.43272,0.05277,0.51451,379.0,36.06,52.67,57.65,240.36,28.0,2.67,True
28,exploit,164.0,20.0,185.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.50949,0.11424,0.55556,0.5774,0.4226,0.44444,0.0542,0.50136,369.0,35.52,52.03,57.51,237.72,25.36,2.03,True
29,exploit,164.0,20.0,195.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.49604,0.11734,0.56728,0.5774,0.4226,0.43272,0.05277,0.51451,379.0,36.06,52.67,57.65,240.36,28.0,2.67,True
30,exploit,164.0,20.0,185.0,1365.0,1865.0,188.0,2.0,0.0,90.0,768.0,0.50949,0.11424,0.55556,0.5774,0.4226,0.44444,0.0542,0.50136,369.0,35.52,52.03,57.51,237.72,25.36,2.03,True
