iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
11,exploit,184.0,0.0,445.0,1450.0,1950.0,153.0,2.0,0.0,75.0,50.0,0.24324,0.185,0.70747,0.57353,0.42647,0.29253,0.0,0.70747,629.0,39.71,58.66,62.07,321.3,64.3,3.66,True
12,exploit,184.0,0.0,445.0,1450.0,1950.0,153.0,2.0,0.0,75.0,0.0,0.24324,0.185,0.70747,0.57353,0.42647,0.29253,0.0,0.70747,629.0,39.75,58.72,62.32,321.3,64.3,3.72,True
13,exploit,214.0,200.0,200.0,1350.0,1850.0,175.0,5.0,0.0,40.0,400.0,0.28502,0.19187,0.65147,0.57812,0.42188,0.34853,0.32573,0.32573,614.0,37.46,55.28,63.42,353.03,96.03,0.28,True
14,exploit,194.0,200.0,220.0,1350.0,1850.0,155.0,5.0,0.0,50.0,600.0,0.25244,0.19187,0.68404,0.57812,0.42188,0.31596,0.32573,0.35831,614.0,37.69,56.67,63.55,337.35,80.35,1.67,True
15,exploit,174.0,200.0,240.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.71661,0.57812,0.42188,0.28339,0.32573,0.39088,614.0,37.58,55.73,63.45,321.67,64.67,0.73,True
16,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
17,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
18,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
19,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
20,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
21,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
22,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
23,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
24,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
25,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
26,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
27,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
28,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
29,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
30,exploit,184.0,200.0,230.0,1350.0,1850.0,153.0,5.0,0.0,50.0,600.0,0.24919,0.19187,0.70033,0.57812,0.42188,0.29967,0.32573,0.37459,614.0,37.57,55.73,63.36,329.51,72.51,0.73,True
