iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
11,exploit,164.0,0.0,235.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.5589,0.12469,0.58897,0.57812,0.42188,0.41103,0.0,0.58897,399.0,34.38,50.02,55.44,244.27,54.26,10.02,True
12,exploit,164.0,0.0,215.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.58839,0.11844,0.56728,0.57812,0.42188,0.43272,0.0,0.56728,379.0,33.77,49.07,53.22,238.99,48.98,9.07,True
13,exploit,164.0,0.0,195.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.62117,0.11219,0.54318,0.57812,0.42188,0.45682,0.0,0.54318,359.0,32.67,46.28,49.77,233.71,43.7,6.28,True
14,exploit,164.0,0.0,175.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.65782,0.10594,0.51622,0.57812,0.42188,0.48378,0.0,0.51622,339.0,32.64,46.07,49.0,228.43,38.42,6.07,True
15,exploit,164.0,0.0,165.0,1330.0,1830.0,220.0,2.0,0.0,162.0,0.0,0.66869,0.10411,0.50152,0.57911,0.42089,0.49848,0.0,0.50152,329.0,32.47,45.47,47.79,225.66,35.65,5.47,True
16,exploit,164.0,0.0,185.0,1320.0,1820.0,218.0,2.0,0.0,162.0,0.0,0.62464,0.11115,0.53009,0.57962,0.42038,0.46991,0.0,0.53009,349.0,32.81,46.78,50.82,230.88,40.87,6.78,True
17,exploit,164.0,0.0,205.0,1310.0,1810.0,216.0,2.0,0.0,162.0,0.0,0.58537,0.11827,0.55556,0.58013,0.41987,0.44444,0.0,0.55556,369.0,33.89,49.04,53.28,236.1,46.09,9.04,True
18,exploit,164.0,0.0,185.0,1300.0,1800.0,214.0,2.0,0.0,162.0,0.0,0.61318,0.11258,0.53009,0.58065,0.41935,0.46991,0.0,0.53009,349.0,33.06,46.95,50.8,230.75,40.74,6.95,True
19,exploit,164.0,0.0,205.0,1290.0,1790.0,212.0,2.0,0.0,162.0,0.0,0.57453,0.11981,0.55556,0.58117,0.41883,0.44444,0.0,0.55556,369.0,34.3,48.69,52.45,235.97,45.96,8.69,True
20,exploit,164.0,0.0,185.0,1280.0,1780.0,210.0,2.0,0.0,162.0,0.0,0.60172,0.11405,0.53009,0.5817,0.4183,0.46991,0.0,0.53009,349.0,33.51,47.34,51.57,230.63,40.62,7.34,True
21,exploit,164.0,0.0,205.0,1270.0,1770.0,208.0,2.0,0.0,162.0,0.0,0.56369,0.12138,0.55556,0.58224,0.41776,0.44444,0.0,0.55556,369.0,34.28,48.92,52.35,235.84,45.83,8.92,True
22,exploit,164.0,0.0,185.0,1260.0,1760.0,206.0,2.0,0.0,162.0,0.0,0.59026,0.11556,0.53009,0.58278,0.41722,0.46991,0.0,0.53009,349.0,33.24,48.27,52.34,230.5,40.49,8.27,True
23,exploit,164.0,0.0,205.0,1250.0,1750.0,204.0,2.0,0.0,162.0,0.0,0.55285,0.123,0.55556,0.58333,0.41667,0.44444,0.0,0.55556,369.0,33.5,48.43,54.06,235.72,45.71,8.43,True
24,exploit,164.0,0.0,185.0,1240.0,1740.0,202.0,2.0,0.0,162.0,0.0,0.5788,0.11711,0.53009,0.58389,0.41611,0.46991,0.0,0.53009,349.0,32.4,46.33,49.46,230.37,40.36,6.33,True
25,exploit,164.0,0.0,205.0,1230.0,1730.0,200.0,2.0,0.0,162.0,0.0,0.54201,0.12466,0.55556,0.58446,0.41554,0.44444,0.0,0.55556,369.0,34.67,49.51,55.12,235.59,45.58,9.51,True
26,exploit,164.0,0.0,185.0,1220.0,1720.0,198.0,2.0,0.0,162.0,0.0,0.56734,0.11871,0.53009,0.58503,0.41497,0.46991,0.0,0.53009,349.0,33.88,48.6,52.12,230.25,40.24,8.6,True
27,exploit,164.0,0.0,205.0,1210.0,1710.0,196.0,2.0,0.0,162.0,0.0,0.53117,0.12637,0.55556,0.58562,0.41438,0.44444,0.0,0.55556,369.0,34.32,49.52,55.04,235.47,45.46,9.52,True
28,exploit,164.0,0.0,185.0,1200.0,1700.0,194.0,2.0,0.0,162.0,0.0,0.55587,0.12034,0.53009,0.58621,0.41379,0.46991,0.0,0.53009,349.0,33.22,48.23,53.95,230.12,40.11,8.23,True
29,exploit,164.0,0.0,205.0,1190.0,1690.0,192.0,2.0,0.0,162.0,0.0,0.52033,0.12812,0.55556,0.58681,0.41319,0.44444,0.0,0.55556,369.0,33.89,49.31,54.87,235.34,45.33,9.31,True
30,exploit,164.0,0.0,185.0,1180.0,1680.0,190.0,2.0,0.0,162.0,0.0,0.54441,0.12203,0.53009,0.58741,0.41259,0.46991,0.0,0.53009,349.0,33.37,48.61,53.73,230.0,39.99,8.61,True
