iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
11,exploit,164.0,0.0,420.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.26199,0.1825,0.71918,0.57812,0.42188,0.28082,0.0,0.71918,584.0,42.75,58.29,60.86,293.11,36.11,3.29,True
12,exploit,164.0,0.0,400.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.27128,0.17625,0.70922,0.57812,0.42188,0.29078,0.0,0.70922,564.0,43.35,58.33,60.71,287.83,30.83,3.33,True
13,exploit,164.0,0.0,380.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.28125,0.17,0.69853,0.57812,0.42188,0.30147,0.0,0.69853,544.0,42.4,58.27,60.77,282.55,25.55,3.27,True
14,exploit,164.0,0.0,360.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.29198,0.16375,0.68702,0.57812,0.42188,0.31298,0.0,0.68702,524.0,41.81,57.34,60.12,277.27,20.27,2.34,True
15,exploit,164.0,0.0,340.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.30357,0.1575,0.6746,0.57812,0.42188,0.3254,0.0,0.6746,504.0,41.2,57.39,60.2,271.99,14.99,2.39,True
16,exploit,164.0,0.0,320.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.31612,0.15125,0.66116,0.57812,0.42188,0.33884,0.0,0.66116,484.0,40.45,56.97,60.1,266.71,9.71,1.97,True
17,exploit,164.0,0.0,300.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.32974,0.145,0.64655,0.57812,0.42188,0.35345,0.0,0.64655,464.0,39.85,55.96,59.18,261.43,4.43,0.96,True
18,exploit,164.0,0.0,280.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.34459,0.13875,0.63063,0.57812,0.42188,0.36937,0.0,0.63063,444.0,40.2,55.94,58.76,256.15,-0.85,0.94,True
19,exploit,164.0,0.0,260.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.36085,0.1325,0.61321,0.57812,0.42188,0.38679,0.0,0.61321,424.0,40.03,55.4,58.94,250.87,-6.13,0.4,True
20,exploit,164.0,0.0,240.0,1350.0,1850.0,153.0,2.0,0.0,100.0,300.0,0.37871,0.12625,0.59406,0.57812,0.42188,0.40594,0.0,0.59406,404.0,39.64,55.54,58.92,245.59,-11.41,0.54,True
21,exploit,750.0,0.0,100.0,1350.0,1850.0,213.0,2.0,0.0,100.0,300.0,0.25059,0.26562,0.11765,0.57812,0.42188,0.88235,0.0,0.11765,850.0,50.32,58.85,63.36,822.75,565.75,3.85,True
22,exploit,650.0,0.0,200.0,1350.0,1850.0,198.0,2.0,0.0,100.0,300.0,0.23294,0.26562,0.23529,0.57812,0.42188,0.76471,0.0,0.23529,850.0,44.9,55.91,61.98,744.36,487.36,0.91,True
23,exploit,650.0,0.0,200.0,1350.0,1850.0,208.0,2.0,0.0,100.0,300.0,0.24471,0.26562,0.23529,0.57812,0.42188,0.76471,0.0,0.23529,850.0,45.17,55.97,62.12,744.36,487.36,0.97,True
24,exploit,610.0,0.0,240.0,1350.0,1850.0,198.0,2.0,0.0,100.0,300.0,0.23294,0.26562,0.28235,0.57812,0.42188,0.71765,0.0,0.28235,850.0,43.56,55.19,62.01,713.0,456.0,0.19,True
25,exploit,620.0,0.0,230.0,1350.0,1850.0,208.0,2.0,0.0,100.0,300.0,0.24471,0.26562,0.27059,0.57812,0.42188,0.72941,0.0,0.27059,850.0,43.86,55.15,62.18,720.84,463.84,0.15,True
26,exploit,530.0,0.0,300.0,1350.0,1850.0,198.0,2.0,0.0,100.0,300.0,0.23855,0.25938,0.36145,0.57812,0.42188,0.63855,0.0,0.36145,830.0,41.02,56.66,61.79,645.0,388.0,1.66,True
27,exploit,490.0,0.0,340.0,1350.0,1850.0,203.0,2.0,0.0,100.0,300.0,0.24458,0.25938,0.40964,0.57812,0.42188,0.59036,0.0,0.40964,830.0,42.36,58.21,63.87,613.63,356.63,3.21,True
28,exploit,420.0,0.0,410.0,1350.0,1850.0,193.0,2.0,0.0,100.0,300.0,0.23253,0.25938,0.49398,0.57812,0.42188,0.50602,0.0,0.49398,830.0,43.34,59.97,65.86,558.76,301.76,4.97,True
29,exploit,380.0,0.0,450.0,1350.0,1850.0,203.0,2.0,0.0,100.0,300.0,0.24458,0.25938,0.54217,0.57812,0.42188,0.45783,0.0,0.54217,830.0,44.77,62.48,68.75,527.39,270.39,7.48,True
30,exploit,310.0,0.0,520.0,1350.0,1850.0,193.0,2.0,0.0,100.0,300.0,0.23253,0.25938,0.62651,0.57812,0.42188,0.37349,0.0,0.62651,830.0,44.65,61.93,69.37,472.51,215.51,6.93,True
