iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
15,exploit,164.0,0.0,365.0,1800.0,2300.0,153.0,2.0,0.0,160.0,100.0,0.28922,0.12902,0.68998,0.56098,0.43902,0.31002,0.0,0.68998,529.0,37.73,53.12,56.96,281.42,62.2,8.12,True
16,exploit,164.0,0.0,345.0,1800.0,2300.0,153.0,2.0,0.0,160.0,200.0,0.30059,0.12415,0.6778,0.56098,0.43902,0.3222,0.0,0.6778,509.0,37.94,52.91,56.21,276.14,56.92,7.91,True
17,exploit,164.0,0.0,325.0,1800.0,2300.0,153.0,2.0,0.0,160.0,300.0,0.31288,0.11927,0.66462,0.56098,0.43902,0.33538,0.0,0.66462,489.0,37.87,52.58,56.03,270.86,51.64,7.58,True
18,exploit,164.0,0.0,305.0,1800.0,2300.0,153.0,2.0,0.0,160.0,400.0,0.32623,0.11439,0.65032,0.56098,0.43902,0.34968,0.0,0.65032,469.0,38.16,51.8,56.15,265.58,46.36,6.8,True
19,exploit,164.0,0.0,285.0,1800.0,2300.0,153.0,2.0,0.0,160.0,500.0,0.34076,0.10951,0.63474,0.56098,0.43902,0.36526,0.0,0.63474,449.0,38.8,52.59,56.04,260.3,41.08,7.59,True
20,exploit,164.0,0.0,265.0,1800.0,2300.0,153.0,2.0,0.0,160.0,600.0,0.35664,0.10463,0.61772,0.56098,0.43902,0.38228,0.0,0.61772,429.0,38.75,52.4,55.46,255.02,35.8,7.4,True
21,exploit,164.0,0.0,285.0,1750.0,2250.0,156.0,2.0,0.0,160.0,700.0,0.34744,0.11225,0.63474,0.5625,0.4375,0.36526,0.0,0.63474,449.0,38.82,53.16,56.13,259.99,40.77,8.16,True
22,exploit,164.0,0.0,265.0,1750.0,2250.0,156.0,2.0,0.0,160.0,768.0,0.36364,0.10725,0.61772,0.5625,0.4375,0.38228,0.0,0.61772,429.0,39.14,52.95,55.53,254.71,35.49,7.95,True
23,exploit,164.0,0.0,245.0,1750.0,2250.0,156.0,2.0,0.0,160.0,768.0,0.38142,0.10225,0.59902,0.5625,0.4375,0.40098,0.0,0.59902,409.0,38.81,52.94,55.71,249.43,30.21,7.94,True
24,exploit,164.0,0.0,245.0,1700.0,2200.0,158.0,2.0,0.0,160.0,768.0,0.38631,0.10487,0.59902,0.5641,0.4359,0.40098,0.0,0.59902,409.0,39.24,53.76,58.56,249.11,29.89,8.76,True
25,exploit,164.0,20.0,225.0,1700.0,2200.0,160.0,2.0,0.0,160.0,768.0,0.3912,0.10487,0.59902,0.5641,0.4359,0.40098,0.0489,0.55012,409.0,38.37,52.97,58.23,250.39,31.17,7.97,True
26,exploit,164.0,0.0,245.0,1700.0,2200.0,155.0,2.0,0.0,160.0,768.0,0.37897,0.10487,0.59902,0.5641,0.4359,0.40098,0.0,0.59902,409.0,39.3,53.27,58.99,249.11,29.89,8.27,True
27,exploit,164.0,0.0,245.0,1650.0,2150.0,158.0,2.0,0.0,160.0,768.0,0.38631,0.10763,0.59902,0.56579,0.43421,0.40098,0.0,0.59902,409.0,37.72,53.0,58.53,248.8,29.58,8.0,True
28,exploit,164.0,20.0,225.0,1650.0,2150.0,160.0,2.0,0.0,160.0,768.0,0.3912,0.10763,0.59902,0.56579,0.43421,0.40098,0.0489,0.55012,409.0,36.82,52.03,58.56,250.08,30.86,7.03,True
29,exploit,164.0,0.0,245.0,1650.0,2150.0,157.0,2.0,0.0,160.0,768.0,0.38386,0.10763,0.59902,0.56579,0.43421,0.40098,0.0,0.59902,409.0,37.73,53.0,58.53,248.8,29.58,8.0,True
30,exploit,164.0,0.0,225.0,1650.0,2150.0,157.0,2.0,0.0,160.0,768.0,0.4036,0.10237,0.57841,0.56579,0.43421,0.42159,0.0,0.57841,389.0,36.68,51.88,58.57,243.52,24.3,6.88,True
