iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
20,exploit,164.0,0.0,200.0,1250.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.42033,0.10706,0.54945,0.63235,0.36765,0.45055,0.0,0.54945,364.0,37.92,52.15,57.28,235.88,29.6,7.15,True
21,exploit,164.0,0.0,220.0,1250.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.39844,0.11294,0.57292,0.63235,0.36765,0.42708,0.0,0.57292,384.0,39.6,54.38,57.39,241.16,34.88,9.38,True
22,exploit,164.0,0.0,230.0,1250.0,2200.0,153.0,5.0,10.0,160.0,768.0,0.38832,0.1142,0.58376,0.63768,0.36232,0.41624,0.0,0.58376,394.0,42.89,54.59,57.11,243.98,37.7,9.59,True
23,exploit,164.0,0.0,210.0,1350.0,2300.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10247,0.5615,0.63014,0.36986,0.4385,0.0,0.5615,374.0,40.32,53.64,54.49,239.33,33.05,8.64,True
24,exploit,184.0,0.0,190.0,1350.0,2300.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10247,0.50802,0.63014,0.36986,0.49198,0.0,0.50802,374.0,39.75,53.26,54.42,255.01,48.73,8.26,True
25,exploit,164.0,0.0,210.0,1350.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10686,0.5615,0.61429,0.38571,0.4385,0.0,0.5615,374.0,38.45,52.88,57.39,238.78,32.5,7.88,True
26,exploit,184.0,0.0,190.0,1350.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10686,0.50802,0.61429,0.38571,0.49198,0.0,0.50802,374.0,38.02,51.69,57.27,254.46,48.18,6.69,True
27,exploit,164.0,0.0,210.0,1350.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10686,0.5615,0.61429,0.38571,0.4385,0.0,0.5615,374.0,38.45,52.88,57.39,238.78,32.5,7.88,True
28,exploit,184.0,0.0,190.0,1350.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10686,0.50802,0.61429,0.38571,0.49198,0.0,0.50802,374.0,38.02,51.69,57.27,254.46,48.18,6.69,True
29,exploit,164.0,0.0,210.0,1350.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10686,0.5615,0.61429,0.38571,0.4385,0.0,0.5615,374.0,38.45,52.88,57.39,238.78,32.5,7.88,True
30,exploit,184.0,0.0,190.0,1350.0,2150.0,153.0,5.0,10.0,160.0,768.0,0.40909,0.10686,0.50802,0.61429,0.38571,0.49198,0.0,0.50802,374.0,38.02,51.69,57.27,254.46,48.18,6.69,True
